candidate_1,candidate_2,similarity,party_1,party_2,same_party
Malou Astrup (A),Søren Frost (V),0.0,A,V,False
Malou Astrup (A),Søren Dahlstrøm (A),0.0,A,A,True
Malou Astrup (A),Søren Brønchenburg (C),0.0,A,C,False
Malou Astrup (A),Søren Bach (V),0.0,A,V,False
Peder Brandhof (C),Thomas Mølgaard Andersen (Å),0.0,C,Å,False
Peter Kristiansen (F),Susanne Bonfils (V),0.0,F,V,False
Malou Astrup (A),Torben Grinderslev (C),0.0,A,C,False
Malou Astrup (A),Vibeke Westh (A),0.0,A,A,True
Per Ludvigsen (V),Preben Boldt (V),0.0,V,V,True
Malte Mathies Løcke (A),Per Ludvigsen (V),0.0,A,V,False
Malte Mathies Løcke (A),Nina Wendt (F),0.0,A,F,False
Per Ludvigsen (V),Søren Brønchenburg (C),0.0,V,C,False
Mia Michelle Haugaard (Ø),Per Ludvigsen (V),0.0,Ø,V,False
Per Ludvigsen (V),Søren Bach (V),0.0,V,V,True
Per Ludvigsen (V),Susanne Nørlund Munk (A),0.0,V,A,False
Per Ludvigsen (V),Susanne Bonfils (V),0.0,V,V,True
Per Ludvigsen (V),Sofie Kümpel (A),0.0,V,A,False
Per Ludvigsen (V),Sine Heltberg (A),0.0,V,A,False
Per Ludvigsen (V),Silas T. H. Rasmussen (C),0.0,V,C,False
Per Ludvigsen (V),Rune Rummel (A),0.0,V,A,False
Per Ludvigsen (V),Rosa Agersnap Bone (Ø),0.0,V,Ø,False
Per Ludvigsen (V),Rikke Alice Bille (B),0.0,V,B,False
Per Ludvigsen (V),Rie Jakobsen (C),0.0,V,C,False
Per Ludvigsen (V),René Hülz (F),0.0,V,F,False
Per Ludvigsen (V),Rasmus Holme (Ø),0.0,V,Ø,False
Per Ludvigsen (V),Rasmus Edelberg (A),0.0,V,A,False
Malte Mathies Løcke (A),Martin Skytte (D),0.0,A,D,False
Per Ludvigsen (V),Rami Zouzou (C),0.0,V,C,False
Malou Astrup (A),Susanne Nørlund Munk (A),0.0,A,A,True
Peder Brandhof (C),Søren Dahlstrøm (A),0.0,C,A,False
Malou Astrup (A),Susanne Bonfils (V),0.0,A,V,False
Peder Brandhof (C),Per Ludvigsen (V),0.0,C,V,False
Malou Astrup (A),Per Paludan Hansen (V),0.0,A,V,False
Malou Astrup (A),Per Odin Thiim Thim (E),0.0,A,E,False
Malou Astrup (A),Per Ludvigsen (V),0.0,A,V,False
Malou Astrup (A),Peder Brandhof (C),0.0,A,C,False
Malou Astrup (A),Palle Bisgaard (Ø),0.0,A,Ø,False
Malou Astrup (A),Nina Wendt (F),0.0,A,F,False
Malou Astrup (A),Nikolaj Rachdi Bührmann (F),0.0,A,F,False
Malou Astrup (A),Nikolaj Bøgh (C),0.0,A,C,False
Malou Astrup (A),Michella Lescher (F),0.0,A,F,False
Malou Astrup (A),Mia Michelle Haugaard (Ø),0.0,A,Ø,False
Palle Bisgaard (Ø),Søren Bach (V),0.0,Ø,V,False
Malou Astrup (A),Mette Bram (Å),0.0,A,Å,False
Palle Bisgaard (Ø),Susanne Bonfils (V),0.0,Ø,V,False
Malou Astrup (A),Merete Winther Hildebrandt (C),0.0,A,C,False
Malou Astrup (A),Matthew Dawids (O),0.0,A,O,False
Malou Astrup (A),Martin Skytte (D),0.0,A,D,False
Mia Michelle Haugaard (Ø),Susanne Bonfils (V),0.0,Ø,V,False
Malou Astrup (A),Marie Budtz Andersen (C),0.0,A,C,False
Malou Astrup (A),Malte Mathies Løcke (A),0.0,A,A,True
Palle Bisgaard (Ø),Torben Grinderslev (C),0.0,Ø,C,False
Peder Brandhof (C),Per Paludan Hansen (V),0.0,C,V,False
Malou Astrup (A),Sofie Kümpel (A),0.0,A,A,True
Malou Astrup (A),Per Toni Hansen (B),0.0,A,B,False
Malou Astrup (A),Sine Heltberg (A),0.0,A,A,True
Peter Kristiansen (F),Torben Grinderslev (C),0.0,F,C,False
Malou Astrup (A),Silas T. H. Rasmussen (C),0.0,A,C,False
Malou Astrup (A),Rune Rummel (A),0.0,A,A,True
Peder Brandhof (C),Søren Bach (V),0.0,C,V,False
Malou Astrup (A),Rosa Agersnap Bone (Ø),0.0,A,Ø,False
Peder Brandhof (C),Susanne Bonfils (V),0.0,C,V,False
Peder Brandhof (C),Sofie Kümpel (A),0.0,C,A,False
Malou Astrup (A),Rikke Alice Bille (B),0.0,A,B,False
Malou Astrup (A),Rie Jakobsen (C),0.0,A,C,False
Malou Astrup (A),René Hülz (F),0.0,A,F,False
Malou Astrup (A),Rasmus Holme (Ø),0.0,A,Ø,False
Malou Astrup (A),Rasmus Edelberg (A),0.0,A,A,True
Peder Brandhof (C),René Hülz (F),0.0,C,F,False
Malou Astrup (A),Rami Zouzou (C),0.0,A,C,False
Malou Astrup (A),Preben Boldt (V),0.0,A,V,False
Malou Astrup (A),Pil Yildiz (Ø),0.0,A,Ø,False
Malou Astrup (A),Peter Kristiansen (F),0.0,A,F,False
Peder Brandhof (C),Per Toni Hansen (B),0.0,C,B,False
Per Toni Hansen (B),Torben Grinderslev (C),0.0,B,C,False
Mia Michelle Haugaard (Ø),Nina Wendt (F),0.0,Ø,F,False
Lone Loklindt (B),Nina Wendt (F),0.0,B,F,False
Martin Skytte (D),Rikke Alice Bille (B),0.0,D,B,False
Merete Winther Hildebrandt (C),Susanne Bonfils (V),0.0,C,V,False
Merete Winther Hildebrandt (C),Søren Bach (V),0.0,C,V,False
Martin Skytte (D),Sofie Kümpel (A),0.0,D,A,False
Martin Skytte (D),Sine Heltberg (A),0.0,D,A,False
Per Odin Thiim Thim (E),Torben Grinderslev (C),0.0,E,C,False
Martin Skytte (D),Silas T. H. Rasmussen (C),0.0,D,C,False
Martin Skytte (D),Rune Rummel (A),0.0,D,A,False
Martin Skytte (D),Rosa Agersnap Bone (Ø),0.0,D,Ø,False
Merete Winther Hildebrandt (C),Torben Grinderslev (C),0.0,C,C,True
Mette Bram (Å),Nina Wendt (F),0.0,Å,F,False
Per Ludvigsen (V),Søren Frost (V),0.0,V,V,True
Martin Skytte (D),Rie Jakobsen (C),0.0,D,C,False
Martin Skytte (D),René Hülz (F),0.0,D,F,False
Mette Bram (Å),Per Ludvigsen (V),0.0,Å,V,False
Martin Skytte (D),Rasmus Holme (Ø),0.0,D,Ø,False
Martin Skytte (D),Rasmus Edelberg (A),0.0,D,A,False
Martin Skytte (D),Rami Zouzou (C),0.0,D,C,False
Martin Skytte (D),Preben Boldt (V),0.0,D,V,False
Martin Skytte (D),Pil Yildiz (Ø),0.0,D,Ø,False
Martin Skytte (D),Peter Kristiansen (F),0.0,D,F,False
Martin Skytte (D),Susanne Bonfils (V),0.0,D,V,False
Martin Skytte (D),Susanne Nørlund Munk (A),0.0,D,A,False
Martin Skytte (D),Søren Bach (V),0.0,D,V,False
Merete Winther Hildebrandt (C),Per Ludvigsen (V),0.0,C,V,False
Matthew Dawids (O),Susanne Bonfils (V),0.0,O,V,False
Matthew Dawids (O),Søren Bach (V),0.0,O,V,False
Matthew Dawids (O),Per Ludvigsen (V),0.0,O,V,False
Matthew Dawids (O),Nina Wendt (F),0.0,O,F,False
Matthew Dawids (O),Torben Grinderslev (C),0.0,O,C,False
Martin Skytte (D),Vibeke Westh (A),0.0,D,A,False
Martin Skytte (D),Torben Grinderslev (C),0.0,D,C,False
Martin Skytte (D),Tone Høybye (Ø),0.0,D,Ø,False
Martin Skytte (D),Tomas Munch Nielsen (F),0.0,D,F,False
Martin Skytte (D),Tina Jacobsen (C),0.0,D,C,False
Martin Skytte (D),Tim Tue Wodskou (Å),0.0,D,Å,False
Martin Skytte (D),Tilde Nordin Dræger (Ø),0.0,D,Ø,False
Martin Skytte (D),Thomas Mølgaard Andersen (Å),0.0,D,Å,False
Martin Skytte (D),Thomas Jean Nielsen (M),0.0,D,M,False
Martin Skytte (D),Thomas Frank (A),0.0,D,A,False
Martin Skytte (D),Søren Frost (V),0.0,D,V,False
Merete Winther Hildebrandt (C),Nina Wendt (F),0.0,C,F,False
Martin Skytte (D),Søren Dahlstrøm (A),0.0,D,A,False
Martin Skytte (D),Søren Brønchenburg (C),0.0,D,C,False
Per Odin Thiim Thim (E),Søren Bach (V),0.0,E,V,False
Laurids Kristian Fahl (Ø),Malte Mathies Løcke (A),0.0,Ø,A,False
Martin Skytte (D),Per Toni Hansen (B),0.0,D,B,False
Per Ludvigsen (V),Torben Grinderslev (C),0.0,V,C,False
Per Paludan Hansen (V),Torben Grinderslev (C),0.0,V,C,False
Per Ludvigsen (V),Tomas Munch Nielsen (F),0.0,V,F,False
Per Ludvigsen (V),Tina Jacobsen (C),0.0,V,C,False
Per Toni Hansen (B),René Hülz (F),0.0,B,F,False
Marie Budtz Andersen (C),Per Ludvigsen (V),0.0,C,V,False
Marie Budtz Andersen (C),Nina Wendt (F),0.0,C,F,False
Per Ludvigsen (V),Tim Tue Wodskou (Å),0.0,V,Å,False
Per Ludvigsen (V),Tilde Nordin Dræger (Ø),0.0,V,Ø,False
Per Toni Hansen (B),Susanne Bonfils (V),0.0,B,V,False
Per Toni Hansen (B),Søren Bach (V),0.0,B,V,False
Per Ludvigsen (V),Thomas Mølgaard Andersen (Å),0.0,V,Å,False
Per Toni Hansen (B),Søren Dahlstrøm (A),0.0,B,A,False
Marie Budtz Andersen (C),Martin Skytte (D),0.0,C,D,False
Mette Bram (Å),Torben Grinderslev (C),0.0,Å,C,False
Malte Mathies Løcke (A),Torben Grinderslev (C),0.0,A,C,False
Per Ludvigsen (V),Thomas Jean Nielsen (M),0.0,V,M,False
Per Ludvigsen (V),Thomas Frank (A),0.0,V,A,False
Malte Mathies Løcke (A),Søren Bach (V),0.0,A,V,False
Malte Mathies Løcke (A),Susanne Bonfils (V),0.0,A,V,False
Per Ludvigsen (V),Tone Høybye (Ø),0.0,V,Ø,False
Mette Bram (Å),Søren Bach (V),0.0,Å,V,False
Martin Skytte (D),Per Paludan Hansen (V),0.0,D,V,False
Marie Budtz Andersen (C),Susanne Bonfils (V),0.0,C,V,False
Martin Skytte (D),Per Odin Thiim Thim (E),0.0,D,E,False
Per Odin Thiim Thim (E),Susanne Bonfils (V),0.0,E,V,False
Martin Skytte (D),Per Ludvigsen (V),0.0,D,V,False
Martin Skytte (D),Peder Brandhof (C),0.0,D,C,False
Martin Skytte (D),Palle Bisgaard (Ø),0.0,D,Ø,False
Martin Skytte (D),Nina Wendt (F),0.0,D,F,False
Martin Skytte (D),Nikolaj Rachdi Bührmann (F),0.0,D,F,False
Martin Skytte (D),Nikolaj Bøgh (C),0.0,D,C,False
Martin Skytte (D),Michella Lescher (F),0.0,D,F,False
Martin Skytte (D),Mia Michelle Haugaard (Ø),0.0,D,Ø,False
Martin Skytte (D),Mette Bram (Å),0.0,D,Å,False
Martin Skytte (D),Merete Winther Hildebrandt (C),0.0,D,C,False
Martin Skytte (D),Matthew Dawids (O),0.0,D,O,False
Marie Budtz Andersen (C),Torben Grinderslev (C),0.0,C,C,True
Per Paludan Hansen (V),Susanne Bonfils (V),0.0,V,V,True
Per Paludan Hansen (V),Søren Bach (V),0.0,V,V,True
Mette Bram (Å),Susanne Bonfils (V),0.0,Å,V,False
Marie Budtz Andersen (C),Søren Bach (V),0.0,C,V,False
Per Ludvigsen (V),Vibeke Westh (A),0.0,V,A,False
Mia Michelle Haugaard (Ø),Søren Bach (V),0.0,Ø,V,False
Malou Ananiassen (C),Torben Grinderslev (C),0.0,C,C,True
Pil Yildiz (Ø),Susanne Bonfils (V),0.0,Ø,V,False
Mads Simonsen (A),Maj-Britt Mathiesen (C),0.0,A,C,False
Mads-Emil Gaardsvig Christensen (Ø),Malene Sandfeld (V),0.0,Ø,V,False
Mads-Emil Gaardsvig Christensen (Ø),Maj-Britt Mathiesen (C),0.0,Ø,C,False
Mads Simonsen (A),Torben Grinderslev (C),0.0,A,C,False
Mads Simonsen (A),Søren Bach (V),0.0,A,V,False
Mads Simonsen (A),Susanne Bonfils (V),0.0,A,V,False
Mads Simonsen (A),Per Ludvigsen (V),0.0,A,V,False
Mads Simonsen (A),Nina Wendt (F),0.0,A,F,False
Mads Simonsen (A),Martin Skytte (D),0.0,A,D,False
Mads Simonsen (A),Malou Astrup (A),0.0,A,A,True
Mads Freund (M),Torben Grinderslev (C),0.0,M,C,False
Pil Yildiz (Ø),Søren Bach (V),0.0,Ø,V,False
Mads Freund (M),Søren Bach (V),0.0,M,V,False
Mads Freund (M),Susanne Bonfils (V),0.0,M,V,False
Nina Wendt (F),Thomas Mølgaard Andersen (Å),0.0,F,Å,False
Nina Wendt (F),Thomas Jean Nielsen (M),0.0,F,M,False
Rie Jakobsen (C),Susanne Bonfils (V),0.0,C,V,False
Michella Lescher (F),Susanne Bonfils (V),0.0,F,V,False
Rie Jakobsen (C),Søren Bach (V),0.0,C,V,False
Michella Lescher (F),Søren Bach (V),0.0,F,V,False
Mads Freund (M),Per Ludvigsen (V),0.0,M,V,False
Mads-Emil Gaardsvig Christensen (Ø),Malou Ananiassen (C),0.0,Ø,C,False
Mads-Emil Gaardsvig Christensen (Ø),Malou Astrup (A),0.0,Ø,A,False
Mads-Emil Gaardsvig Christensen (Ø),Malte Mathies Løcke (A),0.0,Ø,A,False
Mads-Emil Gaardsvig Christensen (Ø),Marie Budtz Andersen (C),0.0,Ø,C,False
Mads-Emil Gaardsvig Christensen (Ø),Rami Zouzou (C),0.0,Ø,C,False
Mads-Emil Gaardsvig Christensen (Ø),Preben Boldt (V),0.0,Ø,V,False
Mads-Emil Gaardsvig Christensen (Ø),Pil Yildiz (Ø),0.0,Ø,Ø,True
Mads-Emil Gaardsvig Christensen (Ø),Peter Kristiansen (F),0.0,Ø,F,False
Mads-Emil Gaardsvig Christensen (Ø),Per Toni Hansen (B),0.0,Ø,B,False
Mads-Emil Gaardsvig Christensen (Ø),Per Paludan Hansen (V),0.0,Ø,V,False
Mads-Emil Gaardsvig Christensen (Ø),Per Odin Thiim Thim (E),0.0,Ø,E,False
Mads-Emil Gaardsvig Christensen (Ø),Per Ludvigsen (V),0.0,Ø,V,False
Mads-Emil Gaardsvig Christensen (Ø),Peder Brandhof (C),0.0,Ø,C,False
Mads-Emil Gaardsvig Christensen (Ø),Palle Bisgaard (Ø),0.0,Ø,Ø,True
Mads-Emil Gaardsvig Christensen (Ø),Nina Wendt (F),0.0,Ø,F,False
Mads-Emil Gaardsvig Christensen (Ø),Nikolaj Rachdi Bührmann (F),0.0,Ø,F,False
Mads-Emil Gaardsvig Christensen (Ø),Nikolaj Bøgh (C),0.0,Ø,C,False
Mads-Emil Gaardsvig Christensen (Ø),Michella Lescher (F),0.0,Ø,F,False
Mads-Emil Gaardsvig Christensen (Ø),Mia Michelle Haugaard (Ø),0.0,Ø,Ø,True
Mads-Emil Gaardsvig Christensen (Ø),Mette Bram (Å),0.0,Ø,Å,False
Mads-Emil Gaardsvig Christensen (Ø),Merete Winther Hildebrandt (C),0.0,Ø,C,False
Mads-Emil Gaardsvig Christensen (Ø),Matthew Dawids (O),0.0,Ø,O,False
Mads-Emil Gaardsvig Christensen (Ø),Martin Skytte (D),0.0,Ø,D,False
Nina Wendt (F),Thomas Frank (A),0.0,F,A,False
Michella Lescher (F),Torben Grinderslev (C),0.0,F,C,False
Mads Freund (M),Nina Wendt (F),0.0,M,F,False
Nikolaj Bøgh (C),Susanne Bonfils (V),0.0,C,V,False
Sine Heltberg (A),Torben Grinderslev (C),0.0,A,C,False
Sofie Kümpel (A),Susanne Bonfils (V),0.0,A,V,False
Sofie Kümpel (A),Søren Bach (V),0.0,A,V,False
Nikolaj Bøgh (C),Torben Grinderslev (C),0.0,C,C,True
Nikolaj Rachdi Bührmann (F),Nina Wendt (F),0.0,F,F,True
Nikolaj Rachdi Bührmann (F),Per Ludvigsen (V),0.0,F,V,False
Lotte Kofoed (F),Søren Bach (V),0.0,F,V,False
Lotte Kofoed (F),Susanne Bonfils (V),0.0,F,V,False
Lotte Kofoed (F),Per Ludvigsen (V),0.0,F,V,False
Lotte Kofoed (F),Nina Wendt (F),0.0,F,F,True
Lotte Kofoed (F),Martin Skytte (D),0.0,F,D,False
Lotte Kofoed (F),Malou Astrup (A),0.0,F,A,False
Lotte Kofoed (F),Mads-Emil Gaardsvig Christensen (Ø),0.0,F,Ø,False
Lone Loklindt (B),Torben Grinderslev (C),0.0,B,C,False
Nikolaj Rachdi Bührmann (F),Susanne Bonfils (V),0.0,F,V,False
Nikolaj Rachdi Bührmann (F),Søren Bach (V),0.0,F,V,False
Lone Loklindt (B),Søren Bach (V),0.0,B,V,False
Lone Loklindt (B),Susanne Bonfils (V),0.0,B,V,False
Lone Loklindt (B),Per Ludvigsen (V),0.0,B,V,False
Nikolaj Bøgh (C),Søren Bach (V),0.0,C,V,False
Lotte Kofoed (F),Torben Grinderslev (C),0.0,F,C,False
Rie Jakobsen (C),Torben Grinderslev (C),0.0,C,C,True
Sine Heltberg (A),Søren Bach (V),0.0,A,V,False
Nina Wendt (F),Søren Frost (V),0.0,F,V,False
Nikolaj Bøgh (C),Nina Wendt (F),0.0,C,F,False
Rikke Alice Bille (B),Susanne Bonfils (V),0.0,B,V,False
Rikke Alice Bille (B),Søren Bach (V),0.0,B,V,False
Nikolaj Bøgh (C),Per Ludvigsen (V),0.0,C,V,False
Rikke Alice Bille (B),Torben Grinderslev (C),0.0,B,C,False
Rosa Agersnap Bone (Ø),Susanne Bonfils (V),0.0,Ø,V,False
Rosa Agersnap Bone (Ø),Søren Bach (V),0.0,Ø,V,False
Rosa Agersnap Bone (Ø),Torben Grinderslev (C),0.0,Ø,C,False
Mads Freund (M),Martin Skytte (D),0.0,M,D,False
Rune Rummel (A),Susanne Bonfils (V),0.0,A,V,False
Rune Rummel (A),Søren Bach (V),0.0,A,V,False
Mads Freund (M),Malou Astrup (A),0.0,M,A,False
Rune Rummel (A),Torben Grinderslev (C),0.0,A,C,False
Mads Freund (M),Maj-Britt Mathiesen (C),0.0,M,C,False
Silas T. H. Rasmussen (C),Susanne Bonfils (V),0.0,C,V,False
Silas T. H. Rasmussen (C),Søren Bach (V),0.0,C,V,False
Silas T. H. Rasmussen (C),Torben Grinderslev (C),0.0,C,C,True
Sine Heltberg (A),Susanne Bonfils (V),0.0,A,V,False
Mads-Emil Gaardsvig Christensen (Ø),Rasmus Edelberg (A),0.0,Ø,A,False
Mads-Emil Gaardsvig Christensen (Ø),Rasmus Holme (Ø),0.0,Ø,Ø,True
Mads-Emil Gaardsvig Christensen (Ø),René Hülz (F),0.0,Ø,F,False
Rasmus Edelberg (A),Torben Grinderslev (C),0.0,A,C,False
Rasmus Holme (Ø),Susanne Bonfils (V),0.0,Ø,V,False
Rasmus Holme (Ø),Søren Bach (V),0.0,Ø,V,False
Malene Sandfeld (V),Torben Grinderslev (C),0.0,V,C,False
Rasmus Holme (Ø),Torben Grinderslev (C),0.0,Ø,C,False
Nina Wendt (F),Tim Tue Wodskou (Å),0.0,F,Å,False
René Hülz (F),Susanne Bonfils (V),0.0,F,V,False
Malene Sandfeld (V),Søren Bach (V),0.0,V,V,True
Michella Lescher (F),Per Ludvigsen (V),0.0,F,V,False
Malene Sandfeld (V),Susanne Bonfils (V),0.0,V,V,True
René Hülz (F),Søren Bach (V),0.0,F,V,False
Nina Wendt (F),Tilde Nordin Dræger (Ø),0.0,F,Ø,False
Malene Sandfeld (V),Per Ludvigsen (V),0.0,V,V,True
Malene Sandfeld (V),Nina Wendt (F),0.0,V,F,False
Malene Sandfeld (V),Martin Skytte (D),0.0,V,D,False
Malene Sandfeld (V),Malou Astrup (A),0.0,V,A,False
Maj-Britt Mathiesen (C),Torben Grinderslev (C),0.0,C,C,True
Maj-Britt Mathiesen (C),Tomas Munch Nielsen (F),0.0,C,F,False
Maj-Britt Mathiesen (C),Tina Jacobsen (C),0.0,C,C,True
Maj-Britt Mathiesen (C),Tilde Nordin Dræger (Ø),0.0,C,Ø,False
Malou Ananiassen (C),Malou Astrup (A),0.0,C,A,False
Michella Lescher (F),Nina Wendt (F),0.0,F,F,True
Maj-Britt Mathiesen (C),Thomas Frank (A),0.0,C,A,False
Malou Ananiassen (C),Martin Skytte (D),0.0,C,D,False
Pil Yildiz (Ø),Torben Grinderslev (C),0.0,Ø,C,False
Preben Boldt (V),Susanne Bonfils (V),0.0,V,V,True
Preben Boldt (V),Søren Bach (V),0.0,V,V,True
Preben Boldt (V),Torben Grinderslev (C),0.0,V,C,False
Malou Ananiassen (C),Søren Bach (V),0.0,C,V,False
Rami Zouzou (C),Susanne Bonfils (V),0.0,C,V,False
Rami Zouzou (C),Søren Bach (V),0.0,C,V,False
Malou Ananiassen (C),Susanne Bonfils (V),0.0,C,V,False
Palle Bisgaard (Ø),Per Ludvigsen (V),0.0,Ø,V,False
Rami Zouzou (C),Torben Grinderslev (C),0.0,C,C,True
Nina Wendt (F),Vibeke Westh (A),0.0,F,A,False
Mia Michelle Haugaard (Ø),Torben Grinderslev (C),0.0,Ø,C,False
Malou Ananiassen (C),Per Ludvigsen (V),0.0,C,V,False
Malou Ananiassen (C),Nina Wendt (F),0.0,C,F,False
Nina Wendt (F),Tone Høybye (Ø),0.0,F,Ø,False
Nina Wendt (F),Tomas Munch Nielsen (F),0.0,F,F,True
Nina Wendt (F),Tina Jacobsen (C),0.0,F,C,False
Rasmus Edelberg (A),Susanne Bonfils (V),0.0,A,V,False
Rasmus Edelberg (A),Søren Bach (V),0.0,A,V,False
Maj-Britt Mathiesen (C),Thomas Mølgaard Andersen (Å),0.0,C,Å,False
Maj-Britt Mathiesen (C),Søren Dahlstrøm (A),0.0,C,A,False
Mads-Emil Gaardsvig Christensen (Ø),Rie Jakobsen (C),0.0,Ø,C,False
Mads-Emil Gaardsvig Christensen (Ø),Tone Høybye (Ø),0.0,Ø,Ø,True
Mads-Emil Gaardsvig Christensen (Ø),Tina Jacobsen (C),0.0,Ø,C,False
Mads-Emil Gaardsvig Christensen (Ø),Tim Tue Wodskou (Å),0.0,Ø,Å,False
Mads-Emil Gaardsvig Christensen (Ø),Tilde Nordin Dræger (Ø),0.0,Ø,Ø,True
René Hülz (F),Torben Grinderslev (C),0.0,F,C,False
Mads-Emil Gaardsvig Christensen (Ø),Thomas Mølgaard Andersen (Å),0.0,Ø,Å,False
Mads-Emil Gaardsvig Christensen (Ø),Thomas Jean Nielsen (M),0.0,Ø,M,False
Mads-Emil Gaardsvig Christensen (Ø),Thomas Frank (A),0.0,Ø,A,False
Mads-Emil Gaardsvig Christensen (Ø),Søren Frost (V),0.0,Ø,V,False
Mads-Emil Gaardsvig Christensen (Ø),Søren Dahlstrøm (A),0.0,Ø,A,False
Mads-Emil Gaardsvig Christensen (Ø),Søren Brønchenburg (C),0.0,Ø,C,False
Mads-Emil Gaardsvig Christensen (Ø),Søren Bach (V),0.0,Ø,V,False
Mads-Emil Gaardsvig Christensen (Ø),Susanne Nørlund Munk (A),0.0,Ø,A,False
Mads-Emil Gaardsvig Christensen (Ø),Susanne Bonfils (V),0.0,Ø,V,False
Mads-Emil Gaardsvig Christensen (Ø),Sofie Kümpel (A),0.0,Ø,A,False
Mads-Emil Gaardsvig Christensen (Ø),Sine Heltberg (A),0.0,Ø,A,False
Mads-Emil Gaardsvig Christensen (Ø),Silas T. H. Rasmussen (C),0.0,Ø,C,False
Mads-Emil Gaardsvig Christensen (Ø),Rune Rummel (A),0.0,Ø,A,False
Mads-Emil Gaardsvig Christensen (Ø),Rosa Agersnap Bone (Ø),0.0,Ø,Ø,True
Mads-Emil Gaardsvig Christensen (Ø),Rikke Alice Bille (B),0.0,Ø,B,False
Mads-Emil Gaardsvig Christensen (Ø),Tomas Munch Nielsen (F),0.0,Ø,F,False
Mads-Emil Gaardsvig Christensen (Ø),Torben Grinderslev (C),0.0,Ø,C,False
Maj-Britt Mathiesen (C),Søren Brønchenburg (C),0.0,C,C,True
Mads-Emil Gaardsvig Christensen (Ø),Vibeke Westh (A),0.0,Ø,A,False
Maj-Britt Mathiesen (C),Søren Bach (V),0.0,C,V,False
Maj-Britt Mathiesen (C),Susanne Bonfils (V),0.0,C,V,False
Maj-Britt Mathiesen (C),Sine Heltberg (A),0.0,C,A,False
Maj-Britt Mathiesen (C),Silas T. H. Rasmussen (C),0.0,C,C,True
Maj-Britt Mathiesen (C),Rune Rummel (A),0.0,C,A,False
Maj-Britt Mathiesen (C),Rie Jakobsen (C),0.0,C,C,True
Maj-Britt Mathiesen (C),René Hülz (F),0.0,C,F,False
Maj-Britt Mathiesen (C),Peter Kristiansen (F),0.0,C,F,False
Maj-Britt Mathiesen (C),Per Toni Hansen (B),0.0,C,B,False
Maj-Britt Mathiesen (C),Per Paludan Hansen (V),0.0,C,V,False
Maj-Britt Mathiesen (C),Per Odin Thiim Thim (E),0.0,C,E,False
Maj-Britt Mathiesen (C),Per Ludvigsen (V),0.0,C,V,False
Maj-Britt Mathiesen (C),Peder Brandhof (C),0.0,C,C,True
Maj-Britt Mathiesen (C),Nina Wendt (F),0.0,C,F,False
Maj-Britt Mathiesen (C),Nikolaj Rachdi Bührmann (F),0.0,C,F,False
Maj-Britt Mathiesen (C),Michella Lescher (F),0.0,C,F,False
Maj-Britt Mathiesen (C),Martin Skytte (D),0.0,C,D,False
Maj-Britt Mathiesen (C),Marie Budtz Andersen (C),0.0,C,C,True
Maj-Britt Mathiesen (C),Malou Astrup (A),0.0,C,A,False
Laurids Kristian Fahl (Ø),Marie Budtz Andersen (C),0.0,Ø,C,False
Alexandra Dessoy (C),Anders Storgaard (C),0.0,C,C,True
Laurids Kristian Fahl (Ø),Malou Astrup (A),0.0,Ø,A,False
Bjarne Henriksen (A),Jens-Christian Navarro Poulsen (B),0.0,A,B,False
Bjarne Henriksen (A),Gabriel Egholm Rasmussen (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),Helle Sjelle (M),0.0,A,M,False
Bjarne Henriksen (A),Henrik Karl Hierl (I),0.0,A,I,False
Bjarne Henriksen (A),Henrik Kragelund (C),0.0,A,C,False
Bjarne Henriksen (A),Isabel Havndrup Aackmann (B),0.0,A,B,False
Bjarne Henriksen (A),Jacob Rosenberg (C),0.0,A,C,False
Bjarne Henriksen (A),Jakob Ørsted (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),Jan E. Jørgensen (V),0.0,A,V,False
Bjarne Henriksen (A),Janek Balling Majewicz (A),0.0,A,A,True
Bjarne Henriksen (A),Jens Otto Jarløv (B),0.0,A,B,False
Bjarne Henriksen (A),Jesper Jerry Schou Nielsen (F),0.0,A,F,False
Bjarne Henriksen (A),Frederik Tuxen Bjerrum (I),0.0,A,I,False
Bjarne Henriksen (A),Jesper Ronald Jensen (C),0.0,A,C,False
Bjarne Henriksen (A),Jimmy Streit (C),0.0,A,C,False
Bjarne Henriksen (A),Joachim Høyrup (V),0.0,A,V,False
Bjarne Henriksen (A),Joseph Favilla (I),0.0,A,I,False
Bjarne Henriksen (A),Julius Lundsteen (F),0.0,A,F,False
Bjarne Henriksen (A),Karsten Lauritsen (B),0.0,A,B,False
Bjarne Henriksen (A),Kim Christiansen (A),0.0,A,A,True
Bjarne Henriksen (A),Kim Hjerrild (Å),0.0,A,Å,False
Bjarne Henriksen (A),Klaus Eskelund (C),0.0,A,C,False
Bjarne Henriksen (A),Kristoffer Appel (A),0.0,A,A,True
Bjarne Henriksen (A),Freja Fokdal (B),0.0,A,B,False
Bjarne Henriksen (A),Fasael Rehman (C),0.0,A,C,False
Bjarke Bisgaard Yolal (F),Nina Wendt (F),0.0,F,F,True
Bjarne Henriksen (A),Christian Ohm-Hieronymussen (V),0.0,A,V,False
Bjarke Bisgaard Yolal (F),Susanne Bonfils (V),0.0,F,V,False
Bjarke Bisgaard Yolal (F),Søren Bach (V),0.0,F,V,False
